review_id,rule_id,rule_type,current_review_status,engine_status,review_reason,product_line,product_id,step_id,option_group,regions,strength,confidence,message,source_workbook,source_sheet,source_cell,normalized_payload,review_decision,final_rule_type,final_effect,reviewer,reviewed_at,review_notes
dt_review:0323,decision_tree:0323,require,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Evolution Plus,8625956,Step 4,Select Wireless Access Point (Must Select One),,hard_block,0.75,"Alternative if above not available | #N/A | Check if need to add in Decision tree | Felix Zhang | No need, will remove from decision tree",Decision Tree for DRX-Evolution PLUS 202604 Felix review.xlsx,DRX Evolution Plus Automatic,B44,"{""then"": {""requirement_text"": ""Alternative if above not available | #N/A | Check if need to add in Decision tree | Felix Zhang | No need, will remove from decision tree""}, ""when"": {""product_id"": ""8625956""}}",,require,hard_block,,,
dt_review:0324,decision_tree:0324,choose_one,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Evolution Plus,,Step 5,Must Select one of the following Generator Options,,hard_block,0.9,Step 5 | Must Select one of the following Generator Options,Decision Tree for DRX-Evolution PLUS 202604 Felix review.xlsx,DRX Evolution Plus Automatic,B48,"{""max"": 1, ""min"": 1, ""option_group"": ""Must Select one of the following Generator Options"", ""source_text"": ""Step 5 | Must Select one of the following Generator Options"", ""step_id"": ""Step 5""}",,choose_one,hard_block,,,
dt_review:0325,decision_tree:0325,must_select,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Evolution Plus,,Step 6,Must Select Longitudinal and Transverse Rails,,hard_block,0.75,Step 6 | Must Select Longitudinal and Transverse Rails,Decision Tree for DRX-Evolution PLUS 202604 Felix review.xlsx,DRX Evolution Plus Automatic,B53,"{""option_group"": ""Must Select Longitudinal and Transverse Rails"", ""required_selection_text"": ""Step 6 | Must Select Longitudinal and Transverse Rails"", ""step_id"": ""Step 6""}",,must_select,hard_block,,,
dt_review:0326,decision_tree:0326,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Evolution Plus,,Step 7,For Systems with a Wall Stand: Pick at least ONE Grid,,info,0.45,Step 7 | For Systems with a Wall Stand: Pick at least ONE Grid,Decision Tree for DRX-Evolution PLUS 202604 Felix review.xlsx,DRX Evolution Plus Automatic,B57,"{""message"": ""Step 7 | For Systems with a Wall Stand: Pick at least ONE Grid""}",,note,info,,,
dt_review:0327,decision_tree:0327,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Evolution Plus,6558829,Step 7,For Systems with a Wall Stand: Pick at least ONE Grid,,info,0.45,General Purpouse,Decision Tree for DRX-Evolution PLUS 202604 Felix review.xlsx,DRX Evolution Plus Automatic,B66,"{""message"": ""General Purpouse""}",,note,info,,,
dt_review:0328,decision_tree:0328,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Evolution Plus,1051309,Step 7,For Systems with a Wall Stand: Pick at least ONE Grid,,info,0.45,General Purpouse,Decision Tree for DRX-Evolution PLUS 202604 Felix review.xlsx,DRX Evolution Plus Automatic,B67,"{""message"": ""General Purpouse""}",,note,info,,,
dt_review:0329,decision_tree:0329,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Evolution Plus,,Step 8,For Systems with a Table: Pick at least ONE Grid,,info,0.45,Step 8 | For Systems with a Table: Pick at least ONE Grid,Decision Tree for DRX-Evolution PLUS 202604 Felix review.xlsx,DRX Evolution Plus Automatic,B69,"{""message"": ""Step 8 | For Systems with a Table: Pick at least ONE Grid""}",,note,info,,,
dt_review:0330,decision_tree:0330,must_select,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Evolution Plus,,Step 9,Must Select Stationary or Movable WS mounting for DRX-Evolution Systems,,hard_block,0.75,Step 9 | Must Select Stationary or Movable WS mounting for DRX-Evolution Systems,Decision Tree for DRX-Evolution PLUS 202604 Felix review.xlsx,DRX Evolution Plus Automatic,B76,"{""option_group"": ""Must Select Stationary or Movable WS mounting for DRX-Evolution Systems"", ""required_selection_text"": ""Step 9 | Must Select Stationary or Movable WS mounting for DRX-Evolution Systems"", ""step_id"": ""Step 9""}",,must_select,hard_block,,,
dt_review:0331,decision_tree:0331,must_select,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Evolution Plus,,Step 10,Must Select Collimator,,hard_block,0.75,Step 10 | Must Select Collimator,Decision Tree for DRX-Evolution PLUS 202604 Felix review.xlsx,DRX Evolution Plus Automatic,B82,"{""option_group"": ""Must Select Collimator"", ""required_selection_text"": ""Step 10 | Must Select Collimator"", ""step_id"": ""Step 10""}",,must_select,hard_block,,,
dt_review:0332,decision_tree:0332,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Evolution Plus,1739424,Step 10,Must Select Collimator,,info,0.45,"For Dual Energy - Includes Silver filter. | Not exist in SAP & PLI | Need remove from decision tree | Felix Zhang | No need, will remove from decision tree",Decision Tree for DRX-Evolution PLUS 202604 Felix review.xlsx,DRX Evolution Plus Automatic,B90,"{""message"": ""For Dual Energy - Includes Silver filter. | Not exist in SAP & PLI | Need remove from decision tree | Felix Zhang | No need, will remove from decision tree""}",,note,info,,,
dt_review:0333,decision_tree:0333,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Evolution Plus,,Step 11,Select Application Training Modules,,info,0.45,Step 11 | Select Application Training Modules,Decision Tree for DRX-Evolution PLUS 202604 Felix review.xlsx,DRX Evolution Plus Automatic,B91,"{""message"": ""Step 11 | Select Application Training Modules""}",,note,info,,,
dt_review:0334,decision_tree:0334,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Evolution Plus,,Step 12,Pick any of the following accessories for a DRX-Evolution Plus System,,info,0.45,Step 12 | Pick any of the following accessories for a DRX-Evolution Plus System,Decision Tree for DRX-Evolution PLUS 202604 Felix review.xlsx,DRX Evolution Plus Automatic,B99,"{""message"": ""Step 12 | Pick any of the following accessories for a DRX-Evolution Plus System""}",,note,info,,,
dt_review:0335,decision_tree:0335,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Evolution Plus,8623829,Step 12,Pick any of the following accessories for a DRX-Evolution Plus System,china,info,0.45,New table local China design and Build from Cast | #N/A | Table for Transbay | Need set up in SAP | Albert,Decision Tree for DRX-Evolution PLUS 202604 Felix review.xlsx,DRX Evolution Plus Automatic,B101,"{""message"": ""New table local China design and Build from Cast | #N/A | Table for Transbay | Need set up in SAP | Albert""}",,note,info,,,
dt_review:0336,decision_tree:0336,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Evolution Plus,8624041,Step 12,Pick any of the following accessories for a DRX-Evolution Plus System,,info,0.45,New updated Enaned PC with updated GPU for Smart fetature ( previously was cat# 8602807),Decision Tree for DRX-Evolution PLUS 202604 Felix review.xlsx,DRX Evolution Plus Automatic,B105,"{""message"": ""New updated Enaned PC with updated GPU for Smart fetature ( previously was cat# 8602807)""}",,note,info,,,
dt_review:0337,decision_tree:0337,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Evolution Plus,1423615,Step 12,Pick any of the following accessories for a DRX-Evolution Plus System,,info,0.45,1423615 | Enhances Visualization Processing Plus (EVP+) | 04,Decision Tree for DRX-Evolution PLUS 202604 Felix review.xlsx,DRX Evolution Plus Automatic,B107,"{""message"": ""1423615 | Enhances Visualization Processing Plus (EVP+) | 04""}",,note,info,,,
dt_review:0338,decision_tree:0338,require,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Evolution Plus,8625154,Step 12,Pick any of the following accessories for a DRX-Evolution Plus System,,hard_block,0.75,Requires Ralco 221 ACS collimator,Decision Tree for DRX-Evolution PLUS 202604 Felix review.xlsx,DRX Evolution Plus Automatic,B117,"{""then"": {""requirement_text"": ""Requires Ralco 221 ACS collimator""}, ""when"": {""product_id"": ""8625154""}}",,require,hard_block,,,
dt_review:0339,decision_tree:0339,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Evolution Plus,8053415,Step 12,Pick any of the following accessories for a DRX-Evolution Plus System,,info,0.45,"AB6717 是LISTEM 床的东西，这个2022年就被CAST 床替代了，这个应该是只有SERVICE 需求的, Service 使用SP自行采购 | Suggest to remove from decision tree | Felix Zhang | No need, will remove from decision tree",Decision Tree for DRX-Evolution PLUS 202604 Felix review.xlsx,DRX Evolution Plus Automatic,B119,"{""message"": ""AB6717 是LISTEM 床的东西，这个2022年就被CAST 床替代了，这个应该是只有SERVICE 需求的, Service 使用SP自行采购 | Suggest to remove from decision tree | Felix Zhang | No need, will remove from decision tree""}",,note,info,,,
dt_review:0340,decision_tree:0340,region_allow,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Evolution Plus,1001247,Step 12,Pick any of the following accessories for a DRX-Evolution Plus System,us,hard_block,0.9,"includes anchors and fasteners for PDU,Table, and OTC as well as Wallstand. (Required for OSHPD Compliance | #N/A | For US only | No action",Decision Tree for DRX-Evolution PLUS 202604 Felix review.xlsx,DRX Evolution Plus Automatic,B134,"{""allowed_regions"": [""us""], ""source_text"": ""includes anchors and fasteners for PDU,Table, and OTC as well as Wallstand. (Required for OSHPD Compliance | #N/A | For US only | No action""}",,region_allow,hard_block,,,
dt_review:0341,decision_tree:0341,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Evolution Plus,1004548,Step 12,Pick any of the following accessories for a DRX-Evolution Plus System,,info,0.45,1004548 | DR Total Quality Tool - Phantom for use with TQT Option | 04,Decision Tree for DRX-Evolution PLUS 202604 Felix review.xlsx,DRX Evolution Plus Automatic,B136,"{""message"": ""1004548 | DR Total Quality Tool - Phantom for use with TQT Option | 04""}",,note,info,,,
dt_review:0342,decision_tree:0342,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Evolution Plus,1004530,Step 12,Pick any of the following accessories for a DRX-Evolution Plus System,,info,0.45,1004530 | DR Total Quality Tool - Additional TQT Software Option only - DR Detectors | 04,Decision Tree for DRX-Evolution PLUS 202604 Felix review.xlsx,DRX Evolution Plus Automatic,B137,"{""message"": ""1004530 | DR Total Quality Tool - Additional TQT Software Option only - DR Detectors | 04""}",,note,info,,,
dt_review:0343,decision_tree:0343,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Evolution Plus,1015387,Step 12,Pick any of the following accessories for a DRX-Evolution Plus System,,info,0.45,Must be included at time of System order placement,Decision Tree for DRX-Evolution PLUS 202604 Felix review.xlsx,DRX Evolution Plus Automatic,B139,"{""message"": ""Must be included at time of System order placement""}",,note,info,,,
dt_review:0344,decision_tree:0344,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Evolution Plus,8619595,Step 12,Pick any of the following accessories for a DRX-Evolution Plus System,,info,0.45,(only if needed – one per site),Decision Tree for DRX-Evolution PLUS 202604 Felix review.xlsx,DRX Evolution Plus Automatic,B140,"{""message"": ""(only if needed – one per site)""}",,note,info,,,
dt_review:0345,decision_tree:0345,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Evolution Plus,8619702,Step 12,Pick any of the following accessories for a DRX-Evolution Plus System,,info,0.45,(only if needed – one per site),Decision Tree for DRX-Evolution PLUS 202604 Felix review.xlsx,DRX Evolution Plus Automatic,B141,"{""message"": ""(only if needed – one per site)""}",,note,info,,,
dt_review:0346,decision_tree:0346,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Evolution Plus,1051333,Step 12,Pick any of the following accessories for a DRX-Evolution Plus System,,info,0.45,(only if needed),Decision Tree for DRX-Evolution PLUS 202604 Felix review.xlsx,DRX Evolution Plus Automatic,B142,"{""message"": ""(only if needed)""}",,note,info,,,
dt_review:0347,decision_tree:0347,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Evolution Plus,1051291,Step 12,Pick any of the following accessories for a DRX-Evolution Plus System,,info,0.45,(only if needed),Decision Tree for DRX-Evolution PLUS 202604 Felix review.xlsx,DRX Evolution Plus Automatic,B143,"{""message"": ""(only if needed)""}",,note,info,,,
dt_review:0348,decision_tree:0348,require,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Evolution Plus,8619264,Step 12,Pick any of the following accessories for a DRX-Evolution Plus System,,hard_block,0.75,"(incl. DE collimator, adv apps kit and license) need to change collimator",Decision Tree for DRX-Evolution PLUS 202604 Felix review.xlsx,DRX Evolution Plus Automatic,B144,"{""then"": {""requirement_text"": ""(incl. DE collimator, adv apps kit and license) need to change collimator""}, ""when"": {""product_id"": ""8619264""}}",,require,hard_block,,,
dt_review:0349,decision_tree:0349,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Evolution Plus,8620817,Step 12,Pick any of the following accessories for a DRX-Evolution Plus System,,info,0.45,"8620817 | DUAL ENERGY & DIG TOMO OPT FOR EVO PLUS (incl. DE collimator, bucky lock, adv apps kit and license) | 04",Decision Tree for DRX-Evolution PLUS 202604 Felix review.xlsx,DRX Evolution Plus Automatic,B145,"{""message"": ""8620817 | DUAL ENERGY & DIG TOMO OPT FOR EVO PLUS (incl. DE collimator, bucky lock, adv apps kit and license) | 04""}",,note,info,,,
dt_review:0350,decision_tree:0350,require,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Evolution Plus,1032457,Step 12,Pick any of the following accessories for a DRX-Evolution Plus System,,hard_block,0.75,1032457 | PROXIMITY BADGE READER (hardware) Requires v5.6 or later | 04,Decision Tree for DRX-Evolution PLUS 202604 Felix review.xlsx,DRX Evolution Plus Automatic,B147,"{""then"": {""requirement_text"": ""1032457 | PROXIMITY BADGE READER (hardware) Requires v5.6 or later | 04""}, ""when"": {""product_id"": ""1032457""}}",,require,hard_block,,,
dt_review:0351,decision_tree:0351,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Evolution Plus,1036540,Step 12,Pick any of the following accessories for a DRX-Evolution Plus System,,info,0.45,ALLOWS THE OPERATOR TO VIEW AN IMAGE PREVIOUSLY ACQUIRED USING QUERY/RETRIEVE FROM PACS.,Decision Tree for DRX-Evolution PLUS 202604 Felix review.xlsx,DRX Evolution Plus Automatic,B149,"{""message"": ""ALLOWS THE OPERATOR TO VIEW AN IMAGE PREVIOUSLY ACQUIRED USING QUERY/RETRIEVE FROM PACS.""}",,note,info,,,
dt_review:0352,decision_tree:0352,warning,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Evolution Plus,1036565,Step 12,Pick any of the following accessories for a DRX-Evolution Plus System,,warning,0.65,"Formerly DISPLAYS ANATOMY CLIPPING WARNING, CONTRAST TO NOISE RATIO, EXPOSURE DEVIATION INDEX TECH ASSIST CHEST QA SW PACKAGE/FOR DRX-EVOLUTION",Decision Tree for DRX-Evolution PLUS 202604 Felix review.xlsx,DRX Evolution Plus Automatic,B151,"{""message"": ""Formerly DISPLAYS ANATOMY CLIPPING WARNING, CONTRAST TO NOISE RATIO, EXPOSURE DEVIATION INDEX TECH ASSIST CHEST QA SW PACKAGE/FOR DRX-EVOLUTION""}",,warning,warning,,,
dt_review:0353,decision_tree:0353,warning,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Evolution Plus,8625303,Step 12,Pick any of the following accessories for a DRX-Evolution Plus System,,warning,0.65,Allows patient wrist bans containing 2D bar code information to be utilized to confirm patient identity,Decision Tree for DRX-Evolution PLUS 202604 Felix review.xlsx,DRX Evolution Plus Automatic,B152,"{""message"": ""Allows patient wrist bans containing 2D bar code information to be utilized to confirm patient identity""}",,warning,warning,,,
dt_review:0354,decision_tree:0354,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Evolution Plus,1057322,Step 12,Pick any of the following accessories for a DRX-Evolution Plus System,,info,0.45,"Links 2 CR systems or 1 CR and 1 DR system. (Directview Only) | 0D | No shipment in 1038 from 2019/11/15 | PLM decide needed or not | Felix Zhang | No need, will remove from decision tree",Decision Tree for DRX-Evolution PLUS 202604 Felix review.xlsx,DRX Evolution Plus Automatic,B154,"{""message"": ""Links 2 CR systems or 1 CR and 1 DR system. (Directview Only) | 0D | No shipment in 1038 from 2019/11/15 | PLM decide needed or not | Felix Zhang | No need, will remove from decision tree""}",,note,info,,,
dt_review:0355,decision_tree:0355,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Evolution Plus,1057348,Step 12,Pick any of the following accessories for a DRX-Evolution Plus System,,info,0.45,"Allows the use of touch screen gestures to manipulate the image such as pinch to zoom and rotate | No shipment in 1038 from 2018/9/14 | PLM decide needed or not | Felix Zhang | No need, will remove from decision tree",Decision Tree for DRX-Evolution PLUS 202604 Felix review.xlsx,DRX Evolution Plus Automatic,B156,"{""message"": ""Allows the use of touch screen gestures to manipulate the image such as pinch to zoom and rotate | No shipment in 1038 from 2018/9/14 | PLM decide needed or not | Felix Zhang | No need, will remove from decision tree""}",,note,info,,,
dt_review:0356,decision_tree:0356,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Evolution Plus,,Step 13,Pick any Long Length Imaging Option,,info,0.45,Step 13 | Pick any Long Length Imaging Option,Decision Tree for DRX-Evolution PLUS 202604 Felix review.xlsx,DRX Evolution Plus Automatic,B158,"{""message"": ""Step 13 | Pick any Long Length Imaging Option""}",,note,info,,,
dt_review:0357,decision_tree:0357,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Evolution Plus,8620163,Step 13,Pick any Long Length Imaging Option,us,info,0.45,"Same as Focus Battery | This is US made | Changed to 6701148 | Felix Zhang | yes, will update",Decision Tree for DRX-Evolution PLUS 202604 Felix review.xlsx,DRX Evolution Plus Automatic,B168,"{""message"": ""Same as Focus Battery | This is US made | Changed to 6701148 | Felix Zhang | yes, will update""}",,note,info,,,
dt_review:0358,decision_tree:0358,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Evolution Plus,8620171,Step 13,Pick any Long Length Imaging Option,us,info,0.45,"Same as Focus Charger | This is US made | Changed to 6701155 | Felix Zhang | yes, will update",Decision Tree for DRX-Evolution PLUS 202604 Felix review.xlsx,DRX Evolution Plus Automatic,B169,"{""message"": ""Same as Focus Charger | This is US made | Changed to 6701155 | Felix Zhang | yes, will update""}",,note,info,,,
dt_review:0359,decision_tree:0359,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Evolution Plus,6559199,Step 13,Pick any Long Length Imaging Option,,info,0.45,ExCLUDES LLI GRID ( used with 4343 so no need for special LLI landscape Grid),Decision Tree for DRX-Evolution PLUS 202604 Felix review.xlsx,DRX Evolution Plus Automatic,B171,"{""message"": ""ExCLUDES LLI GRID ( used with 4343 so no need for special LLI landscape Grid)""}",,note,info,,,
dt_review:0360,decision_tree:0360,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Evolution Plus,1013937,Step 13,Pick any Long Length Imaging Option,,info,0.45,1013937 | Long Length Imaging for DRX In room Software Only | 04,Decision Tree for DRX-Evolution PLUS 202604 Felix review.xlsx,DRX Evolution Plus Automatic,B178,"{""message"": ""1013937 | Long Length Imaging for DRX In room Software Only | 04""}",,note,info,,,
dt_review:0361,decision_tree:0361,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Evolution Plus,,Step 14,Pick any Smart Features for a DRX-Evolution Plus System,,info,0.45,Step 14 | Pick any Smart Features for a DRX-Evolution Plus System,Decision Tree for DRX-Evolution PLUS 202604 Felix review.xlsx,DRX Evolution Plus Automatic,B180,"{""message"": ""Step 14 | Pick any Smart Features for a DRX-Evolution Plus System""}",,note,info,,,
dt_review:0362,decision_tree:0362,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Evolution Plus,8623969,Step 14,Pick any Smart Features for a DRX-Evolution Plus System,,info,0.45,"SMART ROOM FOR DRX-COMPASS/FIT / INCL SMART VIDEO ASSIST,AUDIO ASSIST,POSITIONING AND TECHNIQUE FEATURES - Software Options Only Virtual LLI and Virtual Collimation are excluded and require separate CAT#s to order",Decision Tree for DRX-Evolution PLUS 202604 Felix review.xlsx,DRX Evolution Plus Automatic,B182,"{""message"": ""SMART ROOM FOR DRX-COMPASS/FIT / INCL SMART VIDEO ASSIST,AUDIO ASSIST,POSITIONING AND TECHNIQUE FEATURES - Software Options Only Virtual LLI and Virtual Collimation are excluded and require separate CAT#s to order""}",,note,info,,,
dt_review:0363,decision_tree:0363,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Evolution Plus,8623894,Step 14,Pick any Smart Features for a DRX-Evolution Plus System,,info,0.45,"PATIENT VIDEO ASSISTANCE FOR DRX-EVOLUTION PLUS | #N/A | Not exist in 1007, discontinued in 1038 | Suggest to remove from decision tree | Felix Zhang | No need, will remove from decision tree",Decision Tree for DRX-Evolution PLUS 202604 Felix review.xlsx,DRX Evolution Plus Automatic,B183,"{""message"": ""PATIENT VIDEO ASSISTANCE FOR DRX-EVOLUTION PLUS | #N/A | Not exist in 1007, discontinued in 1038 | Suggest to remove from decision tree | Felix Zhang | No need, will remove from decision tree""}",,note,info,,,
dt_review:0364,decision_tree:0364,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Evolution Plus,8623902,Step 14,Pick any Smart Features for a DRX-Evolution Plus System,,info,0.45,"AUDIO ASSISTANCE FOR DRX-EVOLUTION PLUS | #N/A | Not exist in 1007, discontinued in 1038 | Suggest to remove from decision tree | Felix Zhang | No need, will remove from decision tree",Decision Tree for DRX-Evolution PLUS 202604 Felix review.xlsx,DRX Evolution Plus Automatic,B184,"{""message"": ""AUDIO ASSISTANCE FOR DRX-EVOLUTION PLUS | #N/A | Not exist in 1007, discontinued in 1038 | Suggest to remove from decision tree | Felix Zhang | No need, will remove from decision tree""}",,note,info,,,
dt_review:0365,decision_tree:0365,require,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Evolution Plus,8623910,Step 14,Pick any Smart Features for a DRX-Evolution Plus System,,hard_block,0.75,"PATIENT POSITION MONITORING FOR DRX-EVOLUTION PLUS / REQUIRES 3D CAMERA AND PREMIUM COMPUTER | #N/A | Not exist in 1007, discontinued in 1038 | Suggest to remove from decision tree | Felix Zhang | No need, will remove from decision tree",Decision Tree for DRX-Evolution PLUS 202604 Felix review.xlsx,DRX Evolution Plus Automatic,B185,"{""then"": {""requirement_text"": ""PATIENT POSITION MONITORING FOR DRX-EVOLUTION PLUS / REQUIRES 3D CAMERA AND PREMIUM COMPUTER | #N/A | Not exist in 1007, discontinued in 1038 | Suggest to remove from decision tree | Felix Zhang | No need, will remove from decision tree""}, ""when"": {""product_id"": ""8623910""}}",,require,hard_block,,,
dt_review:0366,decision_tree:0366,require,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Evolution Plus,8623928,Step 14,Pick any Smart Features for a DRX-Evolution Plus System,,hard_block,0.75,"SMART AUTO POSITION FOR DRX-EVOLUTION PLUS / REQUIRES 3D CAMERAS | #N/A | Not exist in 1007, discontinued in 1038 | Suggest to remove from decision tree | Felix Zhang | No need, will remove from decision tree",Decision Tree for DRX-Evolution PLUS 202604 Felix review.xlsx,DRX Evolution Plus Automatic,B186,"{""then"": {""requirement_text"": ""SMART AUTO POSITION FOR DRX-EVOLUTION PLUS / REQUIRES 3D CAMERAS | #N/A | Not exist in 1007, discontinued in 1038 | Suggest to remove from decision tree | Felix Zhang | No need, will remove from decision tree""}, ""when"": {""product_id"": ""8623928""}}",,require,hard_block,,,
dt_review:0367,decision_tree:0367,require,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Evolution Plus,8623936,Step 14,Pick any Smart Features for a DRX-Evolution Plus System,,hard_block,0.75,"SMART TECHNIQUE FOR DRX-EVOLUTION PLUS / REQUIRES 3D CAMERAS AND PREMIUM COMPUTER | #N/A | Not exist in 1007, discontinued in 1038 | Suggest to remove from decision tree | Felix Zhang | No need, will remove from decision tree",Decision Tree for DRX-Evolution PLUS 202604 Felix review.xlsx,DRX Evolution Plus Automatic,B187,"{""then"": {""requirement_text"": ""SMART TECHNIQUE FOR DRX-EVOLUTION PLUS / REQUIRES 3D CAMERAS AND PREMIUM COMPUTER | #N/A | Not exist in 1007, discontinued in 1038 | Suggest to remove from decision tree | Felix Zhang | No need, will remove from decision tree""}, ""when"": {""product_id"": ""8623936""}}",,require,hard_block,,,
dt_review:0368,decision_tree:0368,require,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Evolution Plus,8623944,Step 14,Pick any Smart Features for a DRX-Evolution Plus System,,hard_block,0.75,"SMART PATIENT POSITIONING FOR DRX-EVOLUTION PLUS / REQUIRES 3D CAMERAS AND PREMIUM COMPUTER | #N/A | Not exist in 1007, discontinued in 1038 | Suggest to remove from decision tree | Felix Zhang | No need, will remove from decision tree",Decision Tree for DRX-Evolution PLUS 202604 Felix review.xlsx,DRX Evolution Plus Automatic,B188,"{""then"": {""requirement_text"": ""SMART PATIENT POSITIONING FOR DRX-EVOLUTION PLUS / REQUIRES 3D CAMERAS AND PREMIUM COMPUTER | #N/A | Not exist in 1007, discontinued in 1038 | Suggest to remove from decision tree | Felix Zhang | No need, will remove from decision tree""}, ""when"": {""product_id"": ""8623944""}}",,require,hard_block,,,
dt_review:0369,decision_tree:0369,require,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Evolution Plus,8623951,Step 14,Pick any Smart Features for a DRX-Evolution Plus System,,hard_block,0.75,"SMART COLLIMATION FOR DRX-EVOLUTION PLUS / REQUIRES 3D CAMERAS AND PREMIUM COMPUTER | #N/A | Not exist in 1007, discontinued in 1038 | Suggest to remove from decision tree | Felix Zhang | No need, will remove from decision tree",Decision Tree for DRX-Evolution PLUS 202604 Felix review.xlsx,DRX Evolution Plus Automatic,B189,"{""then"": {""requirement_text"": ""SMART COLLIMATION FOR DRX-EVOLUTION PLUS / REQUIRES 3D CAMERAS AND PREMIUM COMPUTER | #N/A | Not exist in 1007, discontinued in 1038 | Suggest to remove from decision tree | Felix Zhang | No need, will remove from decision tree""}, ""when"": {""product_id"": ""8623951""}}",,require,hard_block,,,
dt_review:0370,decision_tree:0370,require,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Evolution Plus,8623977,Step 14,Pick any Smart Features for a DRX-Evolution Plus System,,hard_block,0.75,SMART NOISE CANCELLATION FOR DRX-EVOLUTION PLUS / REQUIRES PREMIUM COMPUTER,Decision Tree for DRX-Evolution PLUS 202604 Felix review.xlsx,DRX Evolution Plus Automatic,B190,"{""then"": {""requirement_text"": ""SMART NOISE CANCELLATION FOR DRX-EVOLUTION PLUS / REQUIRES PREMIUM COMPUTER""}, ""when"": {""product_id"": ""8623977""}}",,require,hard_block,,,
dt_review:0371,decision_tree:0371,require,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Evolution Plus,1002641,Step 14,Pick any Smart Features for a DRX-Evolution Plus System,,hard_block,0.75,"Not in decision tree | Check if need to add in Decision tree | Felix Zhang | Yes, needed",Decision Tree for DRX-Evolution PLUS 202604 Felix review.xlsx,DRX Evolution Plus Automatic,B202,"{""then"": {""requirement_text"": ""Not in decision tree | Check if need to add in Decision tree | Felix Zhang | Yes, needed""}, ""when"": {""product_id"": ""1002641""}}",,require,hard_block,,,
dt_review:0372,decision_tree:0372,require,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Evolution Plus,1038546,Step 14,Pick any Smart Features for a DRX-Evolution Plus System,,hard_block,0.75,"Not in decision tree | Check if need to add in Decision tree | Felix zhang | Yes, needed",Decision Tree for DRX-Evolution PLUS 202604 Felix review.xlsx,DRX Evolution Plus Automatic,B203,"{""then"": {""requirement_text"": ""Not in decision tree | Check if need to add in Decision tree | Felix zhang | Yes, needed""}, ""when"": {""product_id"": ""1038546""}}",,require,hard_block,,,
